PLAY_NUM,YEAR,OFF/DEF,DATE,OPPONENT,QTR,TIME,Pand10,DOWN,TO_GAIN,POS,PLAY_TYPE,GAIN,P1,P2,PLAY_DETAIL,WIN/LOSS
22,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,1,10,46,RUN,4,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 4 YARDS TO THE 50 YARDLINE (CARRINGTON, T.;MALINOVSKY, M.).",L
23,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,2,6,50,RUN,5,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 5 YARDS TO THE PC45 (CURETON, DIRK;NAGY, JARRETT).",W
24,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,3,1,45,RUN,3,AJ DAVIS,n/a,"AJ DAVIS RUSH FOR 3 YARDS TO THE PC42, 1ST DOWN JU (CAMPBELL, COLBY;CURETON, DIRK).",W
25,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,1,10,42,RUN,2,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 2 YARDS TO THE PC40 (WILHELM, TYLER).",L
26,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,2,8,40,RUN,7,YOUNGE-HUMPHREY,n/a,"YOUNGE-HUMPHREY RUSH FOR 7 YARDS TO THE PC33 (BUICK, AIRON;CARRINGTON, T.).",W
27,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,3,1,33,PENALTY OPP,0,n/a,n/a,"PENALTY PC PERSONAL FOUL (HAYGOOD, ROD) 15 YARDS TO THE PC18, 1ST DOWN JU.",W
28,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,1,10,18,RUN,4,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 4 YARDS TO THE PC14, OUT-OF-BOUNDS (CARRINGTON, T.).",L
29,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,2,6,14,RUN,4,AJ DAVIS,n/a,"AJ DAVIS RUSH FOR 4 YARDS TO THE PC10 (CHIARAVALLOTI,N;CARRINGTON, T.).",W
30,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,3,2,10,RUN,6,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 6 YARDS TO THE PC4, 1ST DOWN JU (MORRIS, JAYLON).",W
31,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,1,4,4,RUN,2,AJ DAVIS,n/a,"AJ DAVIS RUSH FOR 2 YARDS TO THE PC2 (NAGY, JARRETT).",L
32,2019,OFFENSE,9/14/2019,PRESBYTERIAN,1,07:10,NO,2,2,2,RUN,0,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR NO GAIN TO THE PC2 (CAMPBELL, COLBY).",L
33,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,07:10,NO,3,2,2,RUN,1,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 1 YARD TO THE PC1 (WILHELM, TYLER;CAMPBELL, COLBY).",L
34,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,07:10,NO,4,1,1,RUN,1,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 1 YARD TO THE PC0, TOUCHDOWN, CLOCK 14:17.",W
35,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,14:09,YES,1,10,45,PASS,5,"PEARSON, K.","HUFF, TYLER","HUFF, TYLER PASS COMPLETE TO PEARSON, K. FOR 5 YARDS TO THE 50 YARDLINE, OUT-OF-BOUNDS (CJ LEWIS).",L
36,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,14:09,NO,2,5,50,PASS,6,"SIMMONS, MACK","HUFF, TYLER","HUFF, TYLER PASS COMPLETE TO SIMMONS, MACK FOR 6 YARDS TO THE JU44, 1ST DOWN PC, OUT-OF-BOUNDS (CEDRICK WILCOX).",L
37,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,14:09,NO,1,10,44,RUN,2,"JETER, JARIUS",n/a,"JETER, JARIUS RUSH FOR 2 YARDS TO THE JU42 (ETHAN HULL;BRYAN BOWEN).",W
38,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,14:09,NO,2,8,42,PASS,26,"PEARSON, K.","HUFF, TYLER","HUFF, TYLER PASS COMPLETE TO PEARSON, K. FOR 26 YARDS TO THE JU16, 1ST DOWN PC (J. JOHNSON), PENALTY JU PASS INTERFERENCE DECLINED.",L
39,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,14:09,NO,1,10,16,RUN,1,"JETER, JARIUS",n/a,"JETER, JARIUS RUSH FOR 1 YARD TO THE JU15 (KYREE WOODS).",W
40,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,14:09,NO,2,9,15,PASS,0,"MEYERS, DOHNTE","HUFF, TYLER","HUFF, TYLER PASS INCOMPLETE TO MEYERS, DOHNTE.",W
41,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,14:09,NO,3,9,15,PASS,2,"PEARSON, K.","HUFF, TYLER","HUFF, TYLER PASS COMPLETE TO PEARSON, K. FOR 2 YARDS TO THE JU13 (CRANDALL MAINES).",W
42,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,14:09,NO,4,7,13,OTHER,0,n/a,n/a,"MADDREY, PARKER FIELD GOAL ATTEMPT FROM 30 GOOD, CLOCK 11:00.",n/a
43,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,11:00,YES,1,10,25,RUN,3,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 3 YARDS TO THE JU28, OUT-OF-BOUNDS (CURETON, DIRK).",L
44,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,11:00,NO,2,7,28,RUN,5,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 5 YARDS TO THE JU33 (MULLINS, TYLER).",W
45,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,11:00,NO,3,2,33,RUN,15,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 15 YARDS TO THE JU48, 1ST DOWN JU (EMMANWORI, O;CURETON, DIRK).",W
46,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,11:00,NO,1,10,48,PASS,0,MITCHELL BAILEY,CALVIN TURNER,CALVIN TURNER PASS INCOMPLETE TO MITCHELL BAILEY.,L
47,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,11:00,NO,2,10,48,RUN,0,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR NO GAIN TO THE JU48 (CAMPBELL, COLBY).",W
48,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,11:00,NO,3,10,48,RUN,4,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 4 YARDS TO THE PC48 (CHIARAVALLOTI,N).",L
49,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,11:00,NO,4,6,48,PENALTY OPP,0,n/a,n/a,PENALTY JU DELAY OF GAME 5 YARDS TO THE JU47.,W
50,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,11:00,NO,4,11,47,RUN,0,TEAM,n/a,"TEAM RUSH FOR LOSS OF 14 YARDS TO THE JU33, FUMBLE BY TEAM RECOVERED BY JU ZACHARY BENWICK AT JU5, ZACHARY BENWICK FOR NO GAIN TO THE JU5 (BUICK, AIRON).",L
51,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,07:13,YES,1,5,5,RUN,5,"DAVIS, ZOLA",n/a,"DAVIS, ZOLA RUSH FOR 5 YARDS TO THE JU0, TOUCHDOWN, CLOCK 07:08.",L
52,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,07:08,YES,1,10,25,RUN,6,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 6 YARDS TO THE JU31 (MURRAY, KIMONTI).",W
53,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,07:08,NO,2,4,31,RUN,5,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 5 YARDS TO THE JU36, 1ST DOWN JU (EMMANWORI, O).",W
54,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,07:08,NO,1,10,36,RUN,0,YOUNGE-HUMPHREY,n/a,"YOUNGE-HUMPHREY RUSH FOR LOSS OF 5 YARDS TO THE JU31, FUMBLE BY YOUNGE-HUMPHREY RECOVERED BY JU YOUNGE-HUMPHREY AT JU28, YOUNGE-HUMPHREY FOR NO GAIN TO THE JU28 (MALINOVSKY, M.).",L
55,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,07:08,NO,2,18,28,RUN,4,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 4 YARDS TO THE JU32 (MURRAY, KIMONTI).",W
56,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,07:08,NO,3,14,32,RUN,5,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 5 YARDS TO THE JU37 (WARE, TRAVIGEA;WILHELM, TYLER).",L
57,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,04:11,YES,1,10,27,RUN,2,"DAVIS, ZOLA",n/a,"DAVIS, ZOLA RUSH FOR 2 YARDS TO THE PC29 (CJ LEWIS).",W
58,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,04:11,NO,2,8,29,RUN,7,"DAVIS, ZOLA",n/a,"DAVIS, ZOLA RUSH FOR 7 YARDS TO THE PC36 (CAYSAUN WAKELEY;CEDRICK WILCOX).",L
59,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,04:11,NO,3,1,36,RUN,3,"HUFF, TYLER",n/a,"HUFF, TYLER RUSH FOR 3 YARDS TO THE PC39, 1ST DOWN PC (CRANDALL MAINES).",L
60,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,04:11,NO,1,10,39,RUN,2,"DAVIS, ZOLA",n/a,"DAVIS, ZOLA RUSH FOR 2 YARDS TO THE PC41 (ETHAN HULL).",W
61,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,04:11,NO,2,8,41,PENALTY OPP,0,n/a,n/a,"HUFF, TYLER RUSH FOR 10 YARDS TO THE JU49, 1ST DOWN PC (VASCO SANDERS), PENALTY JU FACE MASK (VASCO SANDERS) 15 YARDS TO THE JU34, 1ST DOWN PC.",W
62,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,04:11,NO,1,10,34,OTHER,0,n/a,n/a,1ST AND 10.,n/a
63,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,04:11,NO,1,10,34,RUN,-6,TEAM,n/a,"TEAM RUSH FOR LOSS OF 6 YARDS TO THE JU40, FUMBLE BY TEAM RECOVERED BY PC HUFF, TYLER AT JU41.",W
64,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,04:11,NO,2,17,41,PASS,0,THE JU38,"HUFF, TYLER","HUFF, TYLER PASS INTERCEPTED BY CEDRICK WILCOX AT THE JU32, CEDRICK WILCOX RETURN 6 YARDS TO THE JU38 (BUCHANAN, C.).",L
65,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,01:19,YES,1,10,38,RUN,11,YOUNGE-HUMPHREY,n/a,"YOUNGE-HUMPHREY RUSH FOR 11 YARDS TO THE JU49, 1ST DOWN JU (BUICK, AIRON;CARRINGTON, T.).",W
66,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,01:19,NO,1,10,49,RUN,4,YOUNGE-HUMPHREY,n/a,"YOUNGE-HUMPHREY RUSH FOR 4 YARDS TO THE PC47, OUT-OF-BOUNDS.",L
67,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,01:19,NO,2,6,47,PASS,0,YOUNGE-HUMPHREY FOR,CALVIN TURNER,CALVIN TURNER PASS COMPLETE TO YOUNGE-HUMPHREY FOR NO GAIN TO THE PC47.,L
68,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,01:19,NO,3,6,47,RUN,8,AJ DAVIS,n/a,"AJ DAVIS RUSH FOR 8 YARDS TO THE PC39, 1ST DOWN JU (MURRAY, KIMONTI).",W
69,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,01:19,NO,1,10,39,PASS,0, ,TEAM,TEAM PASS INCOMPLETE.,L
70,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,01:19,NO,2,10,39,PASS,0,CRAIGE SAXTON,CALVIN TURNER,CALVIN TURNER PASS INCOMPLETE TO CRAIGE SAXTON.,W
71,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,01:19,NO,3,10,39,RUN,4,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 4 YARDS TO THE PC35, OUT-OF-BOUNDS (MURRAY, KIMONTI).",L
72,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,01:19,NO,4,6,35,PASS,8,MITCHELL BAILEY,CALVIN TURNER,"CALVIN TURNER PASS COMPLETE TO MITCHELL BAILEY FOR 8 YARDS TO THE PC27, 1ST DOWN JU, OUT-OF-BOUNDS.",W
73,2019,OFFENSE,9/14/2019,PRESBYTERIAN,2,01:19,NO,1,10,27,OTHER,0,n/a,n/a,"ZACHARY BENWICK FIELD GOAL ATTEMPT FROM 44 MISSED - HIT CROSSBAR, SPOT AT PC27, CLOCK 00:00.",n/a
74,2019,DEFENSE,9/14/2019,PRESBYTERIAN,2,00:00,NO,1,10,27,OTHER,0,n/a,n/a,"END OF HALF, CLOCK 00:00.",n/a
75,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,YES,1,10,25,RUN,4,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 4 YARDS TO THE JU29 (EMMANWORI, O).",L
76,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,2,6,29,PASS,5,BJ BYRD,CALVIN TURNER,"CALVIN TURNER PASS COMPLETE TO BJ BYRD FOR 5 YARDS TO THE JU34 (MORRIS, JAYLON;CURETON, DIRK).",W
77,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,3,1,34,RUN,5,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 5 YARDS TO THE JU39, 1ST DOWN JU (EMMANWORI, O;CHIARAVALLOTI,N).",W
78,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,1,10,39,RUN,8,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 8 YARDS TO THE JU47 (CURETON, DIRK;CAMPBELL, COLBY).",W
79,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,2,2,47,RUN,3,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 3 YARDS TO THE 50 YARDLINE, 1ST DOWN JU (WILHELM, TYLER;WILHELM, TANNER).",L
80,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,1,10,50,RUN,6,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 6 YARDS TO THE PC44 (MALINOVSKY, M.).",W
81,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,2,4,44,RUN,0,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR NO GAIN TO THE PC44 (MORRIS, JAYLON).",L
82,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,3,4,44,RUN,3,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 3 YARDS TO THE PC41 (CAMPBELL, COLBY).",L
83,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,4,1,41,RUN,5,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 5 YARDS TO THE PC36, 1ST DOWN JU (CARRINGTON, T.;MALINOVSKY, M.).",W
84,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,1,10,36,RUN,5,YOUNGE-HUMPHREY,n/a,"YOUNGE-HUMPHREY RUSH FOR 5 YARDS TO THE PC31 (MALINOVSKY, M.;CAMPBELL, COLBY).",W
85,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,2,5,31,RUN,8,AJ DAVIS,n/a,"AJ DAVIS RUSH FOR 8 YARDS TO THE PC23, 1ST DOWN JU (EMMANWORI, O).",W
86,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,1,10,23,RUN,3,AJ DAVIS,n/a,"AJ DAVIS RUSH FOR 3 YARDS TO THE PC20 (MURRAY, KIMONTI;CHIARAVALLOTI,N).",L
87,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,2,7,20,RUN,-2,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR LOSS OF 2 YARDS TO THE PC22 (WARE, TRAVIGEA).",L
88,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,3,9,22,RUN,4,YOUNGE-HUMPHREY,n/a,"YOUNGE-HUMPHREY RUSH FOR 4 YARDS TO THE PC18, OUT-OF-BOUNDS (BUICK, AIRON).",L
89,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,15:00,NO,4,5,18,OTHER,0,n/a,n/a,"ZACHARY BENWICK FIELD GOAL ATTEMPT FROM 35 GOOD, CLOCK 07:02.",n/a
90,2019,DEFENSE,9/14/2019,PRESBYTERIAN,3,06:52,YES,1,10,20,PASS,0,"PEARSON, K.","HUFF, TYLER","HUFF, TYLER PASS INCOMPLETE TO PEARSON, K..",W
91,2019,DEFENSE,9/14/2019,PRESBYTERIAN,3,06:52,NO,2,10,20,PASS,0,"SIMMONS, MACK","HUFF, TYLER","HUFF, TYLER PASS INCOMPLETE TO SIMMONS, MACK.",L
92,2019,DEFENSE,9/14/2019,PRESBYTERIAN,3,06:52,NO,3,10,20,RUN,3,"HUFF, TYLER",n/a,"HUFF, TYLER RUSH FOR 3 YARDS TO THE PC23 (CAYSAUN WAKELEY).",W
93,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,YES,1,10,48,RUN,5,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 5 YARDS TO THE PC43 (WARE, TRAVIGEA).",W
94,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,2,5,43,RUN,4,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 4 YARDS TO THE PC39 (CAMPBELL, COLBY;CURETON, DIRK).",W
95,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,3,1,39,RUN,4,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 4 YARDS TO THE PC35, 1ST DOWN JU (CAMPBELL, COLBY;NAGY, JARRETT).",W
96,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,1,10,35,RUN,4,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 4 YARDS TO THE PC31 (WARE, TRAVIGEA;CURETON, DIRK).",L
97,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,2,6,31,RUN,2,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 2 YARDS TO THE PC29 (MORRIS, JAYLON;CAMPBELL, COLBY).",W
98,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,3,4,29,RUN,2,AJ DAVIS,n/a,"AJ DAVIS RUSH FOR 2 YARDS TO THE PC27 (CARRINGTON, T.).",L
99,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,4,2,27,RUN,8,BJ RILEY,n/a,"BJ RILEY RUSH FOR 8 YARDS TO THE PC19, 1ST DOWN JU (MORRIS, JAYLON).",W
100,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,1,10,19,RUN,4,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 4 YARDS TO THE PC15 (EMMANWORI, O).",L
101,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,2,6,15,RUN,4,GARNETT NICOLAS,n/a,"GARNETT NICOLAS RUSH FOR 4 YARDS TO THE PC11 (LANHAM, TRE).",W
102,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,3,2,11,RUN,3,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR 3 YARDS TO THE PC8, 1ST DOWN JU (EMMANWORI, O).",W
103,2019,OFFENSE,9/14/2019,PRESBYTERIAN,3,05:45,NO,1,8,8,RUN,3,AJ DAVIS,n/a,"AJ DAVIS RUSH FOR 3 YARDS TO THE PC5 (MOSES, TYRESE).",L
104,2019,OFFENSE,9/14/2019,PRESBYTERIAN,4,05:45,NO,2,5,5,RUN,0,CALVIN TURNER,n/a,"CALVIN TURNER RUSH FOR NO GAIN TO THE PC5, FUMBLE BY CALVIN TURNER RECOVERED BY JU CALVIN TURNER AT PC4.",L
105,2019,OFFENSE,9/14/2019,PRESBYTERIAN,4,05:45,NO,3,4,4,PASS,4,MITCHELL BAILEY,CALVIN TURNER,"CALVIN TURNER PASS COMPLETE TO MITCHELL BAILEY FOR 4 YARDS TO THE PC0, TOUCHDOWN, CLOCK 14:18.",W
106,2019,OFFENSE,9/14/2019,PRESBYTERIAN,4,05:45,NO,1,3,3,OTHER,0,n/a,n/a,PENALTY PC OFFSIDE DECLINED.,n/a
107,2019,DEFENSE,9/14/2019,PRESBYTERIAN,4,14:10,YES,1,10,26,RUN,14,"JETER, JARIUS",n/a,"JETER, JARIUS RUSH FOR 14 YARDS TO THE PC40, 1ST DOWN PC (J. JOHNSON).",L
108,2019,DEFENSE,9/14/2019,PRESBYTERIAN,4,14:10,NO,1,10,40,RUN,11,"JETER, JARIUS",n/a,"JETER, JARIUS RUSH FOR 11 YARDS TO THE JU49, 1ST DOWN PC, OUT-OF-BOUNDS (MOE FLOURNOY).",L
109,2019,DEFENSE,9/14/2019,PRESBYTERIAN,4,14:10,NO,1,10,49,RUN,3,"JETER, JARIUS",n/a,"JETER, JARIUS RUSH FOR 3 YARDS TO THE JU46 (ETHAN HULL;KYREE WOODS).",W
110,2019,DEFENSE,9/14/2019,PRESBYTERIAN,4,14:10,NO,2,7,46,RUN,22,"JETER, JARIUS",n/a,"JETER, JARIUS RUSH FOR 22 YARDS TO THE JU24, 1ST DOWN PC (TORRE PARKER).",L
