PLAY_NUM,YEAR,OFF/DEF,DATE,OPPONENT,QTR,TIME,Pand10,DOWN,TO_GAIN,POS,PLAY_TYPE,GAIN,P1,P2,PLAY_DETAIL,WIN/LOSS
23,2017,OFFENSE,9/2/2017,BREVARD,1,07:45,YES,1,10,48,PASS,0,"JONES, DEREK,","MCGUIRE, S.","MCGUIRE, S. PASS INCOMPLETE TO JONES, DEREK, DROPPED PASS.",L
24,2017,OFFENSE,9/2/2017,BREVARD,1,07:45,NO,2,10,48,PENALTY DAV,0,n/a,n/a,"SHAW, KAHLEEL RUSH FOR 1 YARD TO THE BRE47 (JINSLY JHON;AXEL EASTER), PENALTY DAV HOLDING (RUNCK, DANIEL) 10 YARDS TO THE DAV42, NO PLAY.",L
25,2017,OFFENSE,9/2/2017,BREVARD,1,07:45,NO,2,20,-42,RUN,4,"SHAW, KAHLEEL",n/a,"SHAW, KAHLEEL RUSH FOR 4 YARDS TO THE DAV46 (JASON NIERADKA;T. HOLLINGER).",W
26,2017,OFFENSE,9/2/2017,BREVARD,1,07:45,NO,3,16,-46,PASS,6,"SCOTT, JARIS","MCGUIRE, S.","MCGUIRE, S. PASS COMPLETE TO SCOTT, JARIS FOR 6 YARDS TO THE BRE48 (J. TUCKER;JINSLY JHON).",L
27,2017,DEFENSE,9/2/2017,BREVARD,1,05:58,YES,1,10,7,RUN,1,BOBBY CLERISIER,n/a,"BOBBY CLERISIER RUSH FOR 1 YARD TO THE BRE8 (COPPOLA, COREY;ROWELL, BEN).",W
28,2017,DEFENSE,9/2/2017,BREVARD,1,05:58,NO,2,9,8,RUN,-3,NAZAYAH BROWN,n/a,"NAZAYAH BROWN RUSH FOR LOSS OF 3 YARDS TO THE BRE5 (HATALOWICH, G.;GRASE, PRESTON).",W
29,2017,DEFENSE,9/2/2017,BREVARD,1,05:58,NO,3,12,5,PASS,25,BUBBA CRAVEN,RYAN JORDAN,"RYAN JORDAN PASS COMPLETE TO BUBBA CRAVEN FOR 25 YARDS TO THE BRE30, 1ST DOWN BRE, OUT-OF-BOUNDS (WOODS, RYAN).",L
30,2017,DEFENSE,9/2/2017,BREVARD,1,05:58,NO,1,10,30,RUN,-2,BOBBY CLERISIER,n/a,"BOBBY CLERISIER RUSH FOR LOSS OF 2 YARDS TO THE BRE28 (SIMPKINS, B.;BOYLE, JAMES).",W
31,2017,DEFENSE,9/2/2017,BREVARD,1,05:58,NO,2,12,28,PASS,0,JACQUE HENLEY,RYAN JORDAN,"RYAN JORDAN PASS INCOMPLETE TO JACQUE HENLEY (PERRY-MARTIN, B).",L
32,2017,DEFENSE,9/2/2017,BREVARD,1,05:58,NO,3,12,28,PASS,0,NAZAYAH BROWN,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO NAZAYAH BROWN.,W
33,2017,OFFENSE,9/2/2017,BREVARD,1,03:12,YES,1,10,-35,RUN,5,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 5 YARDS TO THE DAV40 (KANYON LAMBERT).",W
34,2017,OFFENSE,9/2/2017,BREVARD,1,03:12,NO,2,5,-40,RUN,0,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR NO GAIN TO THE DAV40 (JASON NIERADKA).",L
35,2017,OFFENSE,9/2/2017,BREVARD,1,03:12,NO,3,5,-40,RUN,3,"MCGUIRE, S.",n/a,"MCGUIRE, S. RUSH FOR 3 YARDS TO THE DAV43 (JASON NIERADKA).",L
36,2017,DEFENSE,9/2/2017,BREVARD,1,01:40,YES,1,10,28,PASS,0,MARTIGUS HENLEY,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO MARTIGUS HENLEY.,W
37,2017,DEFENSE,9/2/2017,BREVARD,1,01:40,NO,2,10,28,PASS,0,BUBBA CRAVEN,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO BUBBA CRAVEN.,L
38,2017,DEFENSE,9/2/2017,BREVARD,1,01:40,NO,3,10,28,PASS,12,XAVIER BROWN,RYAN JORDAN,"RYAN JORDAN PASS COMPLETE TO XAVIER BROWN FOR 12 YARDS TO THE BRE40, 1ST DOWN BRE, OUT-OF-BOUNDS (CAMPBELL, N.).",L
39,2017,DEFENSE,9/2/2017,BREVARD,1,01:40,NO,1,10,40,PENALTY OPP,0,n/a,n/a,"RYAN JORDAN PASS COMPLETE TO BOBBY CLERISIER FOR 5 YARDS TO THE BRE45 (COLLINS, TONY), PENALTY BRE PASS INTERFERENCE (TYLER GREGORY) 15 YARDS TO THE BRE25, NO PLAY.",W
40,2017,DEFENSE,9/2/2017,BREVARD,1,01:40,NO,1,25,25,PASS,11,BUBBA CRAVEN,RYAN JORDAN,"RYAN JORDAN PASS COMPLETE TO BUBBA CRAVEN FOR 11 YARDS TO THE BRE36, OUT-OF-BOUNDS (HATALOWICH, G.;HART, BEN).",L
41,2017,DEFENSE,9/2/2017,BREVARD,2,01:40,NO,2,14,36,PASS,0,BOBBY CLERISIER,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO BOBBY CLERISIER.,W
42,2017,DEFENSE,9/2/2017,BREVARD,2,01:40,NO,3,14,36,PASS,0,BUBBA CRAVEN,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO BUBBA CRAVEN.,W
43,2017,DEFENSE,9/2/2017,BREVARD,2,01:40,NO,4,14,36,RUN,14,TYLER BEAM,n/a,"TYLER BEAM RUSH FOR 14 YARDS TO THE 50 YARDLINE, 1ST DOWN BRE, OUT-OF-BOUNDS.",L
44,2017,DEFENSE,9/2/2017,BREVARD,2,01:40,NO,1,10,50,PENALTY OPP,0,n/a,n/a,PENALTY BRE UNSPORTSMANLIKE CONDUCT (JASON NIERADKA) 15 YARDS TO THE BRE35.,W
45,2017,DEFENSE,9/2/2017,BREVARD,2,01:40,NO,1,25,35,OTHER,0,n/a,n/a,1ST AND 10.,n/a
46,2017,DEFENSE,9/2/2017,BREVARD,2,01:40,NO,1,10,35,PASS,0,BOBBY CLERISIER,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO BOBBY CLERISIER.,W
47,2017,DEFENSE,9/2/2017,BREVARD,2,01:40,NO,2,10,35,PENALTY OPP,0,n/a,n/a,PENALTY BRE FALSE START 5 YARDS TO THE BRE30.,W
48,2017,DEFENSE,9/2/2017,BREVARD,2,01:40,NO,2,15,30,PASS,7,TYLER GREGORY,RYAN JORDAN,"RYAN JORDAN PASS COMPLETE TO TYLER GREGORY FOR 7 YARDS TO THE BRE37 (GRASE, PRESTON).",L
49,2017,DEFENSE,9/2/2017,BREVARD,2,01:40,NO,3,8,37,RUN,-16,RYAN JORDAN,n/a,RYAN JORDAN RUSH FOR LOSS OF 16 YARDS TO THE BRE21.,W
50,2017,OFFENSE,9/2/2017,BREVARD,2,12:43,YES,1,10,-38,RUN,3,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 3 YARDS TO THE DAV41 (JINSLY JHON;JASON NIERADKA).",L
51,2017,OFFENSE,9/2/2017,BREVARD,2,12:43,NO,2,7,-41,PENALTY DAV,0,n/a,n/a,"PENALTY DAV HOLDING (RUNCK, DANIEL) 10 YARDS TO THE DAV31.",L
52,2017,OFFENSE,9/2/2017,BREVARD,2,12:43,NO,2,17,-31,PASS,0,"LOUTHAN, HUNTER","MCGUIRE, S.","MCGUIRE, S. PASS INCOMPLETE TO LOUTHAN, HUNTER.",L
53,2017,OFFENSE,9/2/2017,BREVARD,2,12:43,NO,3,17,-31,PASS,14,"SCOTT, JARIS","MCGUIRE, S.","MCGUIRE, S. PASS COMPLETE TO SCOTT, JARIS FOR 14 YARDS TO THE DAV45 (JASON NIERADKA).",L
54,2017,DEFENSE,9/2/2017,BREVARD,2,11:29,YES,1,10,22,RUN,-2,BOBBY CLERISIER,n/a,"BOBBY CLERISIER RUSH FOR LOSS OF 2 YARDS TO THE BRE20 (HART, BEN;COPPOLA, COREY).",W
55,2017,DEFENSE,9/2/2017,BREVARD,2,11:29,NO,2,12,20,PASS,26,MARTIGUS HENLEY,RYAN JORDAN,"RYAN JORDAN PASS COMPLETE TO MARTIGUS HENLEY FOR 26 YARDS TO THE BRE46, 1ST DOWN BRE (ROWELL, BEN).",L
56,2017,DEFENSE,9/2/2017,BREVARD,2,11:29,NO,1,10,46,RUN,14,NAZAYAH BROWN,n/a,"NAZAYAH BROWN RUSH FOR 14 YARDS TO THE DAV40, 1ST DOWN BRE (STIPE, KEVIN).",L
57,2017,DEFENSE,9/2/2017,BREVARD,2,11:29,NO,1,10,-40,RUN,5,BOBBY CLERISIER,n/a,"BOBBY CLERISIER RUSH FOR 5 YARDS TO THE DAV35 (ROWELL, BEN).",L
58,2017,DEFENSE,9/2/2017,BREVARD,2,11:29,NO,2,5,-35,RUN,-3,NAZAYAH BROWN,n/a,"NAZAYAH BROWN RUSH FOR LOSS OF 3 YARDS TO THE DAV38 (COPPOLA, COREY).",W
59,2017,DEFENSE,9/2/2017,BREVARD,2,11:29,NO,3,8,-38,PASS,-9,RYAN JORDAN,n/a,"RYAN JORDAN SACKED FOR LOSS OF 9 YARDS TO THE DAV47 (PERRY-MARTIN, B).",W
60,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,YES,1,10,-32,RUN,2,"MCGUIRE, S.",n/a,"MCGUIRE, S. RUSH FOR 2 YARDS TO THE DAV34 (B. CRAWFORD).",L
61,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,2,8,-34,RUN,10,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 10 YARDS TO THE DAV44, 1ST DOWN DAV (ANDREAS WYATT;B. CRAWFORD).",W
62,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,1,10,-44,RUN,12,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 12 YARDS TO THE BRE44, 1ST DOWN DAV, OUT-OF-BOUNDS (ANDREAS WYATT).",W
63,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,1,10,44,RUN,2,"MCGUIRE, S.",n/a,"MCGUIRE, S. RUSH FOR 2 YARDS TO THE BRE42 (JASON NIERADKA;J. TUCKER).",L
64,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,2,8,42,PASS,6,"LOUTHAN, HUNTER","MCGUIRE, S.","MCGUIRE, S. PASS COMPLETE TO LOUTHAN, HUNTER FOR 6 YARDS TO THE BRE36 (JASON NIERADKA;ANDREAS WYATT).",W
65,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,3,2,36,RUN,2,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 2 YARDS TO THE BRE34, 1ST DOWN DAV (JASON NIERADKA;AXEL EASTER).",W
66,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,1,10,34,RUN,0,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR NO GAIN TO THE BRE34 (J. TUCKER).",L
67,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,2,10,34,PENALTY OPP,0,n/a,n/a,"MCGUIRE, S. RUSH FOR 9 YARDS TO THE BRE25, OUT-OF-BOUNDS (SAMUEL BROWN;CHEDSON JEAN), PENALTY BRE UNSPORTSMANLIKE CONDUCT (CHEDSON JEAN) 13 YARDS TO THE BRE12, 1ST DOWN DAV.",W
68,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,1,10,12,OTHER,0,n/a,n/a,1ST AND 10.,n/a
69,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,1,10,12,RUN,4,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 4 YARDS TO THE BRE8 (JASON NIERADKA).",L
70,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,2,6,8,RUN,7,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 7 YARDS TO THE BRE1, 1ST DOWN DAV (JASON NIERADKA).",W
71,2017,OFFENSE,9/2/2017,BREVARD,2,08:01,NO,1,GOAL,1,RUN,0,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR NO GAIN TO THE BRE1, FUMBLE FORCED BY TREVON CHARLES, FUMBLE BY DUGGER, WESLEY RECOVERED BY BRE TREVON CHARLES AT BRE1.",L
72,2017,DEFENSE,9/2/2017,BREVARD,2,04:57,YES,1,10,1,RUN,0,RYAN JORDAN,n/a,"RYAN JORDAN RUSH FOR NO GAIN TO THE BRE1 (ROBINSON, CLAY;COPPOLA, COREY).",W
73,2017,DEFENSE,9/2/2017,BREVARD,2,04:57,NO,2,10,1,RUN,-1,BOBBY CLERISIER,n/a,"BOBBY CLERISIER RUSH FOR LOSS OF 1 YARD TO THE BRE0 (SIMPKINS, B.), TEAM SAFETY, CLOCK 04:14.",W
74,2017,OFFENSE,9/2/2017,BREVARD,2,03:52,YES,1,10,13,RUN,2,"SHAW, KAHLEEL",n/a,"SHAW, KAHLEEL RUSH FOR 2 YARDS TO THE BRE11 (JORDAN TUCKER).",L
75,2017,OFFENSE,9/2/2017,BREVARD,2,03:52,NO,2,8,11,PENALTY DAV,0,n/a,n/a,"PENALTY DAV FALSE START (RUNCK, DANIEL) 5 YARDS TO THE BRE16.",L
76,2017,OFFENSE,9/2/2017,BREVARD,2,03:52,NO,2,13,16,RUN,3,"MCGUIRE, S.",n/a,"MCGUIRE, S. RUSH FOR 3 YARDS TO THE BRE13, OUT-OF-BOUNDS.",W
77,2017,OFFENSE,9/2/2017,BREVARD,2,03:52,NO,3,10,13,RUN,7,"MCGUIRE, S.",n/a,"MCGUIRE, S. RUSH FOR 7 YARDS TO THE BRE6 (JINSLY JHON).",L
78,2017,OFFENSE,9/2/2017,BREVARD,2,03:52,NO,4,3,6,RUN,6,"MCGUIRE, S.",n/a,"MCGUIRE, S. RUSH FOR 6 YARDS TO THE BRE0, 1ST DOWN DAV, TOUCHDOWN, CLOCK 02:13.",W
79,2017,DEFENSE,9/2/2017,BREVARD,2,02:06,YES,1,10,18,PASS,5,TYLER GREGORY,RYAN JORDAN,"RYAN JORDAN PASS COMPLETE TO TYLER GREGORY FOR 5 YARDS TO THE BRE23 (HART, BEN).",L
80,2017,DEFENSE,9/2/2017,BREVARD,2,02:06,NO,2,5,23,PASS,0,J. HOPKINS,RYAN JORDAN,"RYAN JORDAN PASS INCOMPLETE TO J. HOPKINS (WOODS, RYAN).",W
81,2017,DEFENSE,9/2/2017,BREVARD,2,02:06,NO,3,5,23,PASS,0,TYLER GREGORY,RYAN JORDAN,"RYAN JORDAN PASS INCOMPLETE TO TYLER GREGORY (GRASE, PRESTON).",W
82,2017,OFFENSE,9/2/2017,BREVARD,2,01:24,YES,1,10,-46,PASS,0,"TABOR, PAT","MCGUIRE, S.","MCGUIRE, S. PASS INCOMPLETE TO TABOR, PAT.",L
83,2017,OFFENSE,9/2/2017,BREVARD,2,01:24,NO,2,10,-46,PASS,10,"WICKS, WILLIAM","MCGUIRE, S.","MCGUIRE, S. PASS COMPLETE TO WICKS, WILLIAM FOR 10 YARDS TO THE BRE44, 1ST DOWN DAV (MALIK SILVA).",W
84,2017,OFFENSE,9/2/2017,BREVARD,2,01:24,NO,1,10,44,PASS,20,"WICKS, WILLIAM","MCGUIRE, S.","MCGUIRE, S. PASS COMPLETE TO WICKS, WILLIAM FOR 20 YARDS TO THE BRE24, 1ST DOWN DAV (T. HOLLINGER).",W
85,2017,OFFENSE,9/2/2017,BREVARD,2,01:24,NO,1,10,24,PASS,0,"WICKS, WILLIAM","MCGUIRE, S.","MCGUIRE, S. PASS INCOMPLETE TO WICKS, WILLIAM.",L
86,2017,OFFENSE,9/2/2017,BREVARD,2,01:24,NO,2,10,24,PASS,-2,"TABOR, PAT","MCGUIRE, S.","MCGUIRE, S. PASS COMPLETE TO TABOR, PAT FOR LOSS OF 2 YARDS TO THE BRE26 (JASON NIERADKA).",L
87,2017,OFFENSE,9/2/2017,BREVARD,2,01:24,NO,3,12,26,PASS,0,"TABOR, PAT","MCGUIRE, S.","MCGUIRE, S. PASS INCOMPLETE TO TABOR, PAT.",L
88,2017,OFFENSE,9/2/2017,BREVARD,2,01:24,NO,4,12,26,OTHER,0,n/a,n/a,"SMITH, TREVOR FIELD GOAL ATTEMPT FROM 45 MISSED - WIDE LEFT, SPOT AT BRE26, CLOCK 00:25.",n/a
89,2017,DEFENSE,9/2/2017,BREVARD,2,00:25,YES,1,10,26,RUN,-1,TEAM,n/a,TEAM RUSH FOR LOSS OF 1 YARD TO THE BRE25.,W
90,2017,DEFENSE,9/2/2017,BREVARD,2,00:25,NO,2,11,25,OTHER,0,n/a,n/a,"END OF HALF, CLOCK 00:00.",n/a
91,2017,DEFENSE,9/2/2017,BREVARD,3,15:00,YES,1,10,25,RUN,2,J. HOPKINS,n/a,"J. HOPKINS RUSH FOR 2 YARDS TO THE BRE27 (SYKES, THOMAS).",W
92,2017,DEFENSE,9/2/2017,BREVARD,3,15:00,NO,2,8,27,PASS,5,RIKIYA BAIN,RYAN JORDAN,"RYAN JORDAN PASS COMPLETE TO RIKIYA BAIN FOR 5 YARDS TO THE BRE32 (ROWELL, BEN).",L
93,2017,DEFENSE,9/2/2017,BREVARD,3,15:00,NO,3,3,32,PENALTY DAV,0,n/a,n/a,"RYAN JORDAN PASS INCOMPLETE TO XAVIER BROWN, PENALTY DAV PASS INTERFERENCE (SPEARS, STEVEN) 15 YARDS TO THE BRE47, 1ST DOWN BRE, NO PLAY.",L
94,2017,DEFENSE,9/2/2017,BREVARD,3,15:00,NO,1,10,47,RUN,-2,BOBBY CLERISIER,n/a,"BOBBY CLERISIER RUSH FOR LOSS OF 2 YARDS TO THE BRE45 (PERRY-MARTIN, B).",W
95,2017,DEFENSE,9/2/2017,BREVARD,3,15:00,NO,2,12,45,PASS,0,BUBBA CRAVEN,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO BUBBA CRAVEN.,L
96,2017,DEFENSE,9/2/2017,BREVARD,3,15:00,NO,3,12,45,PASS,-9,RYAN JORDAN,n/a,"RYAN JORDAN SACKED FOR LOSS OF 9 YARDS TO THE BRE36 (PEARSON, NICK;PERRY-MARTIN, B).",W
97,2017,OFFENSE,9/2/2017,BREVARD,3,12:00,YES,1,10,50,RUN,-2,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR LOSS OF 2 YARDS TO THE DAV48 (AXEL EASTER).",L
98,2017,OFFENSE,9/2/2017,BREVARD,3,12:00,NO,2,12,-48,PASS,0,"LOUTHAN, HUNTER,","MCGUIRE, S.","MCGUIRE, S. PASS INCOMPLETE TO LOUTHAN, HUNTER, DROPPED PASS.",W
99,2017,OFFENSE,9/2/2017,BREVARD,3,12:00,NO,3,12,-48,RUN,8,"MCGUIRE, S.",n/a,"MCGUIRE, S. RUSH FOR 8 YARDS TO THE BRE44 (SAMUEL BROWN).",L
100,2017,DEFENSE,9/2/2017,BREVARD,3,10:43,YES,1,10,3,PASS,0,BUBBA CRAVEN,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO BUBBA CRAVEN.,W
101,2017,DEFENSE,9/2/2017,BREVARD,3,10:43,NO,2,10,3,PASS,0,MARTIGUS HENLEY,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO MARTIGUS HENLEY.,L
102,2017,DEFENSE,9/2/2017,BREVARD,3,10:43,NO,3,10,3,PASS,0,BUBBA CRAVEN,RYAN JORDAN,"RYAN JORDAN PASS INCOMPLETE TO BUBBA CRAVEN (SPEARS, STEVEN).",W
103,2017,OFFENSE,9/2/2017,BREVARD,3,10:10,YES,1,10,47,RUN,10,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 10 YARDS TO THE BRE37, 1ST DOWN DAV (QUENTIN JACKSON).",W
104,2017,OFFENSE,9/2/2017,BREVARD,3,10:10,NO,1,10,37,RUN,3,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 3 YARDS TO THE BRE34 (J. TUCKER).",L
105,2017,OFFENSE,9/2/2017,BREVARD,3,10:10,NO,2,7,34,RUN,16,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 16 YARDS TO THE BRE18, 1ST DOWN DAV (TREVON CHARLES;TANNER PETTIT).",W
106,2017,OFFENSE,9/2/2017,BREVARD,3,10:10,NO,1,10,18,PASS,8,"TABOR, PAT","MCGUIRE, S.","MCGUIRE, S. PASS COMPLETE TO TABOR, PAT FOR 8 YARDS TO THE BRE10, OUT-OF-BOUNDS (CHEDSON JEAN).",W
107,2017,OFFENSE,9/2/2017,BREVARD,3,10:10,NO,2,2,10,RUN,10,"DUGGER, WESLEY",n/a,"DUGGER, WESLEY RUSH FOR 10 YARDS TO THE BRE0, 1ST DOWN DAV, TOUCHDOWN, CLOCK 08:45.",W
108,2017,DEFENSE,9/2/2017,BREVARD,3,08:37,YES,1,10,30,PASS,0,RIKIYA BAIN,RYAN JORDAN,RYAN JORDAN PASS INCOMPLETE TO RIKIYA BAIN.,W
109,2017,DEFENSE,9/2/2017,BREVARD,3,08:37,NO,2,10,30,PASS,0,"XAVIER BROWN,",RYAN JORDAN,"RYAN JORDAN PASS INCOMPLETE TO XAVIER BROWN, DROPPED PASS.",L
